datum;srazka;zavineni;alkohol;nasledek;prilba;pohlavi
2020/09/21 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2020/10/29 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2010/07/14 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2010/07/22 00:00:00+00;jiný druh nehody;řidičem motorového vozidla;Nezjišťován;lehké zranění;ne;muž
2011/05/18 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2012/06/27 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;žena
2012/08/04 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;těžké zranění;ano;chlapec (do 15 let)
2012/08/29 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2012/09/05 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2013/05/27 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;těžké zranění;ne;žena
2013/07/03 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2013/07/31 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;žena
2013/08/09 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;žena
2013/08/16 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;bez zraněn;ne;muž
2013/08/16 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;žena
2013/08/29 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2014/05/29 00:00:00+00;srážka s chodcem;řidičem nemotorového vozidla;Ne;těžké zranění;ne;žena
2014/06/18 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2014/06/26 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2014/06/27 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2014/12/10 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ne;muž
2015/05/27 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2015/06/16 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2015/10/14 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2016/04/05 00:00:00+00;srážka s domácím zvířetem;lesní zvěří, domácím zvířectvem;Nezjišťován;těžké zranění;ano;žena
2016/04/26 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;žena
2016/06/29 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2016/09/19 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;těžké zranění;ne;muž
2016/12/15 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2017/05/30 00:00:00+00;srážka s chodcem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2017/08/04 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;žena
2017/08/05 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2017/08/16 00:00:00+00;havárie;technickou závadou vozidla;Nezjišťován;lehké zranění;ne;muž
2017/08/23 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2017/10/09 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;bez zraněn;ano;muž
2017/11/01 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;bez zraněn;ano;muž
2018/04/07 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2018/05/12 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2018/05/18 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2018/05/24 00:00:00+00;srážka s chodcem;chodcem;Ne;bez zraněn;ano;muž
2018/09/09 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2018/10/25 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2018/11/11 00:00:00+00;srážka s pevnou překážkou;řidičem nemotorového vozidla;Ne;bez zraněn;ne;muž
2019/03/18 00:00:00+00;srážka s chodcem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2019/05/09 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2019/08/07 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2019/10/08 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi od 0,24‰ do 0,5‰;lehké zranění;ne;muž
2019/11/27 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2020/05/20 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2020/06/09 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2020/07/23 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2020/09/21 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2010/07/11 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2010/08/11 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2011/09/03 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;žena
2011/09/26 00:00:00+00;srážka s chodcem;řidičem nemotorového vozidla;Ne;bez zraněn;ano;muž
2012/02/27 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2012/03/02 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ano;žena
2012/05/23 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2012/06/17 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Nezjišťován;bez zraněn;ne;chlapec (do 15 let)
2012/07/27 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem nemotorového vozidla;Ne;bez zraněn;ne;muž
2012/11/12 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2013/09/03 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2013/10/01 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;těžké zranění;ne;muž
2013/11/07 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2014/02/10 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2014/05/26 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ne;muž
2014/09/09 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ne;muž
2014/09/23 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;těžké zranění;ne;muž
2015/03/01 00:00:00+00;havárie;řidičem nemotorového vozidla;Nezjišťován;těžké zranění;ne;muž
2015/04/16 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2015/05/20 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2015/05/16 00:00:00+00;jiný druh nehody;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2015/10/05 00:00:00+00;jiný druh nehody;řidičem motorového vozidla;Nezjišťován;lehké zranění;ne;muž
2016/02/14 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;těžké zranění;ano;žena
2016/04/08 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2016/05/07 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Nezjišťován;lehké zranění;ne;žena
2016/06/02 00:00:00+00;jiný druh nehody;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi 1,5‰ a více;lehké zranění;ne;žena
2016/09/04 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;žena
2016/10/10 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2016/12/27 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;jiným účastníkem silničního provozu;Nezjišťován;těžké zranění;ne;muž
2017/03/30 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2017/04/18 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2017/05/13 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;žena
2017/07/09 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2017/07/12 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2017/08/25 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem nemotorového vozidla;Ne;lehké zranění;ne;muž
2017/08/30 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2017/08/30 00:00:00+00;havárie;závadou komunikace;Nezjišťován;lehké zranění;ano;muž
2017/11/06 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2018/11/06 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2018/11/17 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
2019/07/04 00:00:00+00;srážka s vozidlem zaparkovaným, odstaveným;řidičem nemotorového vozidla;Pod vlivem drog;lehké zranění;ne;muž
2019/08/27 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ne;muž
2019/09/05 00:00:00+00;srážka s jedoucím nekolejovým vozidlem;řidičem motorového vozidla;Ne;lehké zranění;ano;muž
2020/05/30 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ne;žena
2020/06/02 00:00:00+00;srážka s chodcem;řidičem nemotorového vozidla;Ne;lehké zranění;ano;žena
2020/08/02 00:00:00+00;havárie;řidičem nemotorového vozidla;Ano, obsah alkoholu v krvi do 0,24 ‰;lehké zranění;ano;žena
2020/08/12 00:00:00+00;havárie;řidičem nemotorového vozidla;Ne;lehké zranění;ano;muž
